q_id,eng,class,chapter
5efeabbcbd1a9b18d83889b0,"A helicopter lifts a 72 kg astronaut, 15
\( m \) vertically from the ocean by means of
a cable. The acceleration of the
astronaut is \( g / 10 . \) What is the velocity of astronaut? \( \left(\boldsymbol{g}=\mathbf{9 . 8 m} / \boldsymbol{s}^{2}\right) \)
\( \mathbf{A} \cdot 54.2 m s^{-1} \)
B. \( 5.42 \mathrm{ms}^{-1} \)
c. \( 6.42 m s^{-1} \)
D. \( 542 m s^{-1} \)",11,"WORK, ENERGY AND POWER"
5f030969e806777a1a33c0d5,"A motor boat starting from rest on a
lake accelerates in a straight line at
constant rate of \( 3.0 \mathrm{m} / \mathrm{s}^{2} \) for \( 8.0 \mathrm{sec} \)
How far does the boat travel during this time",11,MOTION IN A STRAIGHT LINE
5efec46cbd1a9b18d838ca37,"In the load-extension graph for a wire, the elastic limit lies between the points
A. \( Q \) and \( R \)
B. P and Q
c. P and R
D. None of these",11,MECHANICAL PROPERTIES OF SOLIDS
5eff17c2bd1a9b18d839de2f,Define optical activity. How many optical isomers are possible for glucose?,12,HALOALKANES AND HALOARENES
5f02d794e806777a1a330c80,"The magnetic moment of \( M^{x+} \) (atomic number \( =25 \) ) is \( \sqrt{15} . \) Then, the
oxidation number \( x \) of \( M \) is:
A . 4
B. 3
\( c \cdot 2 \)
D. none of these",11,REDOX REACTIONS
5efea2c5bd1a9b18d8387324,"From a uniform disk of radius \( \boldsymbol{R} \), a
circular hole of radius \( \boldsymbol{R} / 2 \) is cut out.
The centre of the hole is at \( R / 2 \) from the centre of the original disc.Locate the
centre of gravity of the resulting flat body.",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efe7a22bd1a9b18d8380b1c,"A Parallel platecapacitor made of circular plates each of radius \( \boldsymbol{R}= \)
\( 6.0 \mathrm{cm} \) has a capacitance \( 100 \mathrm{pF} \) is
connected to \( 230 \mathrm{V} \) of \( \mathrm{AC} \) supply of 300 rad/sec.frequency. The rms value of
displacement current
A. \( 6.9 \mu A \)
B . \( 2.3 \mu A \)
c. \( 9.2 \mu A \)
D. \( 4.6 \mu A \)",12,ELECTROSTATIC POTENTIAL AND CAPACITANCE
5f06d44ac7d92c723b789331,A circular coil ABCD carrying a current is placed in a unifrom magnetic field if the magnetic force on the segment AB the force on the remaining segment BCDA is:,12,MOVING CHARGES AND MAGNETISM
5efde320bd1a9b18d8367789,"Which of the following is not a characteristic of image formed by Concave lens?
This question has multiple correct options
A. Virtual
B. Erect
c. Real
D. Magnified",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5eff3c3bbd1a9b18d83a59f5,"The gravitational potential at the centre of a square of side a when four point masses m each are kept at its vertices will be
A \( \cdot 4 \sqrt{2} \frac{G m}{a} \)
в. \( -4 \sqrt{2} \frac{G m}{a} \)
c. \( _{2 \sqrt{2}} \frac{G m}{a} \)
D. \( -2 \sqrt{2} \frac{G m}{a} \)",11,GRAVITATION
5eff0421bd1a9b18d839994c,"A body is thrown vertically upwards with
an initial velocity \( u \). The expression for the maximum height attained by the body is
A \( \cdot \frac{u}{2 g g} \)
в. \( \frac{g^{2}}{2 u} \)
c. \( \frac{u^{2}}{g} \)
D. \( \frac{u^{2}}{2 g} \)",11,MOTION IN A STRAIGHT LINE
5f06eee9c7d92c723b78efe8,"In the microphone, used in the public address system.
A. Electric signals are first converted into sound waves
B. Sound waves are directly transmitted
c. Sound waves are converted into electric signals which are amplified and transmitted
D. Amplification is not required",11,WAVES
5f02e7f2e806777a1a3342da,"The set of isoelectronic ions amongst
the following is:
A. \( N a^{+}, C l^{-}, O^{2-} \)
B . \( K^{+}, C a^{2+}, F^{-} \)
c. \( C l^{-}, K^{+}, S^{2} \)
D. \( H^{+}, B e^{2+}, N a^{+} \)",11,STRUCTURE OF ATOM
5efe6fbebd1a9b18d837eeff,"An astronaut standing on the surface of the moon throws a ball upwards. The ball would:
A. directly fall down from the point it is released
B. hang in space
c. go up and then come back to the surface of the moon
D. keep going up never to come back",11,GRAVITATION
5f06e40dc7d92c723b78cc03,"The enthalpy of combustion of \( \mathrm{C}_{6} \mathrm{H}_{6}(l) \) is \( -3250 \mathrm{kJ} . \) When \( 0.39 \mathrm{g} \) of benzene is burnt in excess of oxygen in an open vessel, the amount of heat liberated is:
A. \( 16.25 \mathrm{KJ} \)
B. 33.50 KJ
c. 32.5 K
D. 65 K J",11,THERMODYNAMICS
5efe6e0cbd1a9b18d837ea82,"A train approaching a hill at a speed of \( 40 \mathrm{km} / \mathrm{hr} \) sounds a whistle of frequency \( 600 \mathrm{Hz} \) when it is at a distance of \( 1 \mathrm{km} \)
from a hill. A wind with a speed of 40 \( \mathrm{km} / \mathrm{hr} \) is blowing in the direction of motion of the train. Find the frequency
of the whistle as heard by an observer on the hill.",11,WAVES
5efef0c8bd1a9b18d83953ed,"Determine the relationship between the
torque \( N \) and the torsion angle \( \varphi \) for the solid rod of circular cross-section. Their
length \( l, \) radius \( r, \) and shear modulus \( G \)
are supposed to be known.
\( ^{\mathbf{A}} \cdot_{N}=5 \frac{\pi r^{4} G \varphi}{3 l} \)
B. \( N=\frac{\pi r^{4} G \varphi}{2 l} \)
c. \( _{N}=3 \frac{\pi r^{4} G \varphi}{2 l} \)
D. None of these",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5eff4fd0bd1a9b18d83a9dea,"When potassium ferrocyanide crystal are heated with concentrated sulphuric acid,the gas evolved as?
A. carbon monoxide
B. sulphur dioxide
c. ammonia
D. carbon dioxide",11,SOME BASIC CONCEPTS OF CHEMISTRY
5efef6afbd1a9b18d83968ff,"In the Lassaigne's solution with nitrogen present in the organic compound, ferrous sulphate solution is added and then boiled. It is neutralised
with dilute \( H_{2} S O_{4} . \) A bright solution is formed.",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efe99dcbd1a9b18d8385bf8,"Which one is not disaccharide?
A. Lactose
B. Sucrose
C . Maltose
D. starch",11,BIOMOLECULES
5efd0bdbf4ab8e55cf7c4d24,"The radius of hydrogen atom, when it is in its second excited state, becomes:
A . half
B. double
c. four times
D. nine times",12,ATOMS
5efe39b6bd1a9b18d8375fee,"A block weighing \( 20 \mathrm{N} \) rests on a horizontal surface. The coefficient of
static friction between the block and
surface is 0.4 and the coefficient of
kinetic friction is 0.20 .
a. How much is the friction force exerted
on the block?
b. How much will the friction force be if
a horizontal force \( 5 \mathrm{N} \) is exerted on the
block?
c. What is the minimum force that will
start the block in motion?
d. What is the minimum force that will
keep the block in motion once it has
been started?
e. If the horizontal force is \( 10 \mathrm{N} \), what is
the friction force?",11,LAWS OF MOTION
5f02d775e806777a1a330c07,"Froth flotation method is used for the
concentration of :
A. oxide ores
B. sulphide ores
c. sulphate ores
D. halide ores",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5efd1a1bf4ab8e55cf7c7602,In which types of frames Newtons laws can be applied?,11,LAWS OF MOTION
5f06d800c7d92c723b789f4b,"A gas bubble of \( 2 \mathrm{cm} \) diameter rises
through a liquid of density \( 1.75 \mathrm{gm} \mathrm{cm}^{-3} \) with a fixed speed of \( 0.35 \mathrm{cm} s^{-1} \)
Neglect the density of the gas. The coefficient of viscosity of the liquid is:
A. 870 poise
B. 1120 poise
c. 982 poise
D. 1089 poise",11,MECHANICAL PROPERTIES OF FLUIDS
5eff6a44bd1a9b18d83afb15,"The refractive index of glass is \( 1.5 . \) From a point \( P \) inside a glass block, draw rays \( P A, P B \) and \( P C \) incident on the
glass-air surface at an angle of incidence \( 30^{\circ}, 42^{\circ} \) and \( 60^{\circ} \)
respectively. What is the angle of
refraction for the ray \( \boldsymbol{P} \boldsymbol{B} \) ? (Take
\( \sin 42^{\circ}=\frac{2}{3} \)
A \( \cdot 0^{\circ} \)
B. \( 30^{\circ} \)
\( c \cdot 60^{\circ} \)
D. \( 90^{\circ} \)",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efd1cc0f4ab8e55cf7c7d5f,"Two spheres of masses \( m \) and \( M \) are
situated in air and the gravitational force between them is \( F \). The space
around the masses is now filled with a
liquid of specific gravity \( 3 . \) The gravitational force will now be
A \( .2 F \)
в. \( F \)
c. \( \frac{F}{3} \)
D. \( \frac{F}{9} \)",11,"WORK, ENERGY AND POWER"
5d92de2ad03d3416cc3a9c4e,"35. During the displacement, which of the curves shown in the
graph best represents the kinetic energy of the block?
a. 1
b. 2 c. 3 d. 4
",11,"WORK, ENERGY AND POWER"
5f06de68c7d92c723b78b6d7,"\( 250 m l \) of a sodium carbonate contains
\( 2.65 \operatorname{grams} N a_{2} C O_{3} . \) If \( 10 m l \) of that
solution is diluted to one litre, what is the concentration of the resultant
solution (mol wt. of \( \left.\boldsymbol{N a}_{2} \boldsymbol{C O}_{3}=\mathbf{1 0 6}\right) \)
\( \mathbf{A} \cdot 0.1 M \)
в. \( 0.001 M \)
c. \( 0.01 M \)
D. \( 10^{-4} M \)",12,SOLUTIONS
5eff6ecdbd1a9b18d83b0b9d,"Emulsions can be destroyed by:
A. the addition of emulsifier which tends to form another
emulsion
B. electrophoresis with high potential
C. filltaration
D. all of the above",12,SURFACE CHEMISTRY
5efd721bbd1a9b18d83549bd,"A uniform disc of mass \( m \), radius \( r \) and
a point mass \( m \) are arranged as shown
in the figure. The acceleration of point
mass is : (Assume there is no slipping
between pulley and thread and the disc
can rotate smoothly about a fixed
horizontal axis passing through its
centre and perpendicular to its plane).
A \( \cdot \frac{g}{2} \)
B. \( \frac{g}{3} \)
\( c \cdot \frac{2 g}{3} \)
D. None of these",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efdf499bd1a9b18d836a5dd,"Loosely attached organic cofactor of holoenzyme is called
A. Modulator
B. Prosthetic group
c. coenzyme
D. Ligase",11,BIOMOLECULES
5eff2ea8bd1a9b18d83a2b34,"Which of the following statements
is/are correct?
This question has multiple correct options
\( \mathbf{A} \cdot \) A plot of \( \log k_{p} \) versus \( 1 \backslash \mathrm{T} \) is linear
B. A plot of log [X] versus time is linear for a first order reaction, \( x \rightarrow p \)
C. A plot of log p versus 1/T is linear at constant volume.
D. A plot of p versus 1/V is linear at constant temperature",12,CHEMICAL KINETICS
5effafe6bd1a9b18d83c1274,"The specific charge of electrons is less than the specific charge of protons.
A. True
B. False",12,ELECTROCHEMISTRY
5efdb344bd1a9b18d835f379,"Stability and center of gravity of an object whose stability can be increased
by
A. lowering center of gravity and increasing area of base
B. lowering center of gravity and decreasing area of base
c. moving center of gravity higher and increasing areas of base
D. moving center of gravity higher and decreasing area of base",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5f044917197db3497f5bb368,"Assertion
Lead, tin and bismuth are purified by liquation method.
Reason
Lead, tin and bismuth have low m.p. as
compared to impurities.
A. If both Assertion and Reason are correct and Reason is the correct explanation of Assertion.
B. If both Assertion and Reason are correct, but Reason is not the correct explanation of Assertion
C. If Assertion is correct but Reason is incorrect
D. If Assertion is incorrect but Reason is correct.",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5d88846390246a130cc4575f,"rarer medium. Radius of C.U.1. can ve tasuy tvu.
ILLUSTRATION 26.13 What should
be the value of angle e so that
light entering normally through
the surface AC of a prism (n =
3/2) does not cross the second
refracting surface AB?
Solution. Light ray will pass the
face AC without bending since
",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5f06ab4fc7d92c723b77fd47,"Given below are some functions of \( x \) and
\( t \) to represent the displacement (transverse or longitudinal) of an elastic wave. State which of these
represent (i) a travelling wave (ii) a stationary wave or (iii) none at all:
(a) \( y=2 \cos (3 x) \sin (10 t) \)
(b) \( y=2 \sqrt{x-v t} \)
(c) \( y=3 \sin (5 x-0.5 t)+4 \cos (5 x- \)
\( \mathbf{0 . 5 t} \)
(d) \( y=\cos x \sin t+\cos 2 x \sin 2 t \)",11,WAVES
5efe2720bd1a9b18d8372fb3,"A wire of fixed length is wound on a solenoid of length I and radius r. Its self inductance is found to be L. Now, if
same wire is wound on a solenoid of
ength \( \frac{l}{2} \) and radius \( \frac{r}{2}, \) then self inductance will be
A . 2L
в. \( \frac{L}{2} \)
c. \( 3 L \)
D. 4L",12,ELECTROMAGNETIC INDUCTION
5f070947c7d92c723b794bf3,"Ferrimagnetic those expected to have large magnetism but actually have small net magnetic moment e.g. magnetic \( \left(\boldsymbol{F} \boldsymbol{e}_{3} \boldsymbol{O}_{4}\right), \) ferrites \( \left(\boldsymbol{M}^{2}+\right. \)
\( F e_{2} O_{4} \) ). This is because of unequal
number of domains in opposite direction.",12,MAGNETISM AND MATTER
5efdac1bbd1a9b18d835e0cf,"Focal length of a convex lens is \( 10 \mathrm{cm} \) When the object is moved from \( 15 \mathrm{cm} \) to
\( 25 \mathrm{cm}, \) the magnitude of linear magnification
A. will increase
B. will decrease
c. will first increase then decrease
D. will first decrease then increase",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efea71dbd1a9b18d8387e2e,"Which of the following is not expected to show paramagnetism?
\( \mathbf{A} \cdot\left[N i\left(H_{2} O\right)\right]^{2+} \)
B. \( N i(C O)_{4} \)
\( \mathrm{c} \cdot\left[N i\left(N H_{3}\right)_{4}\right]^{2} \)
D \( \cdot\left[\operatorname{Co}\left(N H_{3}\right)_{6}\right]^{2} \)",12,COORDINATION COMPOUNDS
5efd1ce9f4ab8e55cf7c7dcd,"Pen, book, needle belong to which states
of matter?
A. Solid
B. Liquid
c. Gas
D. Plasma",11,STATES OF MATTER
5efd2218f4ab8e55cf7c8b31,"If soldiers had the options to use guns of different weights but the bullets used are of a fixed weight, what would they
prefer and why?
A. Light guns, because handling them is easy
B. Heavy guns, because they can be held firmly
c. Heavy guns because they have less recoil
D. Light guns, because they can be carried easily",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5f070532c7d92c723b793d3f,"Nucleic acids are?
A. small molecules
B. dipeptides
C. long chain polymers of nucleotides
D. polypeptides",12,BIOMOLECULES
5eff929cbd1a9b18d83b9b8b,"\( \mathbf{A} \)
\( 2 k g \) mass starts from rest on an
inclined smooth surface with
inclination \( 30^{\circ} \) and length 2 m. How much will it travel before coming into rest on a horizontal frictional surface
with frictional coefficient of 0.25
\( A \cdot 4 M \)
B. 6 M
\( c \cdot 8 M \)
\( D \cdot 2 M \)",11,LAWS OF MOTION
5efe212ebd1a9b18d8371f7b,"If a current is passed in a spring it
A. gets compressed
B. gets expanded
c. oscillates
D. remains unchanged",12,MOVING CHARGES AND MAGNETISM
5efdfb5dbd1a9b18d836b83d,Explain cumene process for the preparation of phenol or How would you prepare phenol from cumene?,12,"ALCOHOLS, PHENOLS AND ETHERS"
5efd8d28bd1a9b18d8359000,"Rate of effusion of a gas is volume of gas escaping per second. If the statement is true, enter 1 if false
enter 0",11,STATES OF MATTER
5dc4d2f01b77ab11560df42e,"18. The process of zone refining is used in the purification of
(a) Si
(b) Al
(d) Cu
(c) Ag
",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5eff8e10bd1a9b18d83b88f1,"Which of the following is not true
for Universal law of gravitation?
A. It is the gravitational force between the sun and the earth, which makes the earth move around the sun.
B. The tides formed in sea are because of gravitational pull exerted by the sun and the moon on the surface of water.
C. It is the gravitational pull of the earth which keeps us and other bodies firmly on the ground.
D. The gravitational force exerted by sun on earth is larger than that exerted by earth on sun.",11,GRAVITATION
5efe0e5dbd1a9b18d836ed06,Then 'Q' in the reaction is?,11,SOME BASIC CONCEPTS OF CHEMISTRY
5efd119df4ab8e55cf7c5e00,Explain parallax method for measuring distance of a nearly star,11,UNITS AND MEASUREMENTS
5d8af7c3d8359d12bc8f9cfb,"6. A nucleus with Z= 92 emits the following in a sequence:
0,ß,ß!, , a, a, a, a, B, B1, a, ßt, ßt, a
The Z of the resultant nucleus is
(a) 74
(b) 76
(c) 78
(d) 82 (AIEEE 2003)
",12,NUCLEI
5efcdb2af4ab8e55cf7bc84d,"Choose the Correct answer from
alternative given. Wavefront is the locus of all points, where the particles of the medium vibrate with the same
A . phase
B. amplitude
c. frequency
D. period",12,WAVE OPTICS
5efd165cf4ab8e55cf7c6b50,"When an electron transitions from \( n= \)
2 to \( n=5, \) will it be visible to the naked
eye?
A. Yes, the emission occurs at 434 nm which is the blue range of light
B. Yes, the emission occurs at 434 nm which is the red range of light
c. No, the absorption occurs at the infrared red region of the electromagnetic spectrum
D. No, the absorption occurs in the blue range of light but our eyes are unable to detect absorption",11,STRUCTURE OF ATOM
5efef1efbd1a9b18d8395809,"Assertion
A light ray is incident on a glass slab.
Some portion of its is reflected and portion of it is reflected and some is refracted. Refracted and reflected rays
are always perpendicular to each other.
Reason

Angle of incidence is equal to angle of
reflection.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5f0709bbc7d92c723b794d77,"A resistor of \( 100 \Omega \), a pure inductance coil of \( L=0.5 \mathrm{H} \) and capacitor are in series in a circuit containing an a.c sources of \( 200 \mathrm{V}, 50 \mathrm{Hz} \). In the circuit, current is added is ahead of the voltage
by \( 30^{0} . \) Find the value of the capacitance
A . 1.46
B. 3
\( c \cdot 4 \)
D. 5",12,ALTERNATING CURRENT
5d89bb31d8359d12bc8df1b0,"4. The transition from the state n= 4 to n=3 in a hydrogen-
like atom results in ultraviolet radiation. Infrared radiation
will be obtained in the transition
(a) 2 +1
(b) 3 →
(c) 4+2
(d) 5 74
",11,STRUCTURE OF ATOM
5d5a37584b8ea3149c88ec74,"Hono, puuh (D) 18 correct choice.
of aqueous sodium chloride solution which of the half
Q. 17 In the electrolysis of aqueous sodium C
cell reaction will occur at anode?
(a) Na+ (aq) + e- Na (s); Ecell = -2.71 V
(b) 2H20 (1) ► 02 (g) + 4H+ (aq) + 4e Ecell - 123V
(c) H+ (aq) + 2 H2 (8); Ecell = 0.00 V
(d) CF (aq) — Cl2 (8) + e""; Bell = 136 V
",12,ELECTROCHEMISTRY
5efeeff0bd1a9b18d83950d5,"Moment of force is
A . \( F a \)
в. \( F s \)
\( c \cdot \frac{d f}{d t} \)
D. None of these",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efdb07cbd1a9b18d835ec44,"A bullet of mass \( 0.012 k g \) and
horizontal speed \( 70 m s^{-1} \) strikes a
block of wood of mass \( 0.4 k g \) and
instantly comes to rest with respect to the block. The block is suspended from the ceiling by means of thin wires. Calculate the height to which the block rises. Also, estimate the amount of heat produced in the block.",11,"WORK, ENERGY AND POWER"
